IdCliente,Evasao,Genero,Idoso,Parceiro,Dependentes,Meses_Contrato,Servico_Telefonico,Multiplas_Linhas,Servico_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivo,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Fatura_Digital,Metodo_Pagamento,Gasto_Mensal,Gasto_Total,Contas_Diarias
7855-DIWPO,Nao,Feminino,0,Nao,Nao,21,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_eletronico,68.65,1493.2,2.2883333333333336
7856-GANIL,Nao,Masculino,1,Sim,Nao,45,Sim,Sim,Fibra_optica,Nao,Sim,Sim,Sim,Sim,Nao,Um_ano,Sim,Transferencia_automatica,98.7,4525.8,3.29
7858-GTZSP,Nao,Feminino,0,Nao,Nao,12,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque_eletronico,86.55,1066.9,2.885
7860-KSUGX,Nao,Masculino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Nao,Nao,Dois_anos,Nao,Cartao_credito_automatico,64.45,4720.0,2.1483333333333334
7860-UXCRM,Nao,Masculino,0,Sim,Sim,63,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Dois_anos,Nao,Cartao_credito_automatico,74.5,4674.55,2.4833333333333334
7861-UVUFT,Sim,Feminino,0,Sim,Nao,15,Sim,Nao,Fibra_optica,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,Cheque_eletronico,84.3,1308.4,2.81
7868-BGSZA,Nao,Masculino,0,Sim,Nao,43,Sim,Sim,DSL,Sim,Nao,Sim,Nao,Sim,Sim,Um_ano,Sim,Cheque_eletronico,80.2,3581.6,2.6733333333333333
7868-TMWMZ,Nao,Feminino,1,Sim,Nao,60,Sim,Nao,Fibra_optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois_anos,Sim,Transferencia_automatica,110.0,6668.35,3.6666666666666665
7869-ZYDST,Nao,Masculino,0,Sim,Nao,31,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,Cartao_credito_automatico,59.05,1882.8,1.9683333333333333
7872-BAAZR,Nao,Feminino,0,Sim,Sim,53,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Um_ano,Nao,Transferencia_automatica,19.55,1007.9,0.6516666666666667
7872-RDDLZ,Nao,Feminino,1,Nao,Nao,67,Sim,Sim,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque_eletronico,54.9,3725.5,1.8299999999999998
7873-CVMAW,Nao,Masculino,0,Nao,Nao,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois_anos,Nao,Cartao_credito_automatico,88.55,6362.35,2.9516666666666667
7874-ECPQJ,Nao,Feminino,0,Nao,Sim,4,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Sim,Transferencia_automatica,20.05,85.5,0.6683333333333333
7876-AEHIG,Nao,Feminino,0,Nao,Sim,51,Nao,Sem_telefone,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Um_ano,Nao,Transferencia_automatica,60.15,3077.0,2.005
7876-BEUTG,Nao,Feminino,0,Nao,Nao,15,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_enviado,48.8,720.1,1.6266666666666665
7876-DNYAP,Nao,Feminino,0,Sim,Sim,69,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Cartao_credito_automatico,19.8,1436.95,0.66
7878-JGDKK,Nao,Masculino,0,Nao,Nao,4,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque_enviado,44.55,220.75,1.4849999999999999
7878-RTCZG,Nao,Feminino,0,Nao,Nao,1,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Nao,Cheque_enviado,19.9,19.9,0.6633333333333333
7879-CGSFV,Nao,Masculino,0,Nao,Nao,55,Sim,Nao,Fibra_optica,Sim,Sim,Nao,Nao,Sim,Sim,Um_ano,Sim,Cheque_enviado,100.9,5552.05,3.3633333333333337
7880-XSOJX,Nao,Masculino,0,Nao,Nao,4,Nao,Sem_telefone,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Mensal,Nao,Cheque_enviado,42.4,146.4,1.4133333333333333
7881-EVUAD,Sim,Feminino,0,Nao,Nao,2,Nao,Sem_telefone,DSL,Sim,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque_eletronico,42.6,72.4,1.4200000000000002
7881-INRLC,Sim,Masculino,0,Nao,Nao,45,Sim,Sim,Fibra_optica,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,Cartao_credito_automatico,100.85,4740.0,3.3616666666666664
7883-ROJOC,Nao,Feminino,0,Sim,Nao,19,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque_enviado,44.9,839.65,1.4966666666666666
7890-VYYWG,Sim,Masculino,1,Sim,Nao,3,Nao,Sem_telefone,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,Cheque_enviado,36.45,93.7,1.215
7892-POOKP,Sim,Feminino,0,Sim,Nao,28,Sim,Sim,Fibra_optica,Nao,Nao,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque_eletronico,104.8,3046.05,3.493333333333333
7892-QVYKW,Nao,Feminino,0,Sim,Sim,23,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,Cheque_eletronico,85.6,1868.4,2.853333333333333
7893-IXHRQ,Sim,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Nao,Cheque_eletronico,20.55,20.55,0.685
7895-VONWT,Nao,Feminino,0,Nao,Nao,25,Nao,Sem_telefone,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,Cheque_eletronico,48.25,1293.8,1.6083333333333334
7898-PDWQE,Nao,Masculino,0,Sim,Nao,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Dois_anos,Nao,Cartao_credito_automatico,80.4,5727.15,2.68
7901-HXJVA,Nao,Masculino,0,Nao,Nao,14,Sim,Nao,Fibra_optica,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,Cheque_eletronico,76.45,1117.55,2.5483333333333333
7901-IIDQV,Nao,Masculino,0,Nao,Nao,24,Sim,Sim,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Um_ano,Nao,Transferencia_automatica,54.6,1242.25,1.82
7901-TBKJX,Nao,Masculino,1,Nao,Nao,56,Sim,Sim,Fibra_optica,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,Cheque_eletronico,101.05,5594.0,3.368333333333333
7903-CMPEY,Sim,Masculino,1,Sim,Nao,1,Sim,Sim,Fibra_optica,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_eletronico,80.3,80.3,2.6766666666666667
7905-NJMXS,Nao,Masculino,1,Sim,Nao,7,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Mensal,Nao,Cheque_eletronico,64.2,475.0,2.14
7905-TVXTA,Nao,Feminino,0,Nao,Nao,5,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Sim,Nao,Mensal,Sim,Cheque_eletronico,64.35,352.65,2.145
7908-QCBCA,Sim,Feminino,0,Sim,Nao,1,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_enviado,69.4,69.4,2.3133333333333335
7909-FIOIY,Nao,Feminino,0,Sim,Sim,19,Nao,Sem_telefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_enviado,24.85,434.8,0.8283333333333334
7912-SYRQT,Sim,Feminino,0,Nao,Nao,7,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Transferencia_automatica,75.1,552.95,2.503333333333333
7916-VCCPB,Nao,Feminino,0,Sim,Sim,16,Sim,Nao,Fibra_optica,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,Transferencia_automatica,73.25,1195.75,2.441666666666667
7919-ZODZZ,Nao,Feminino,0,Sim,Sim,10,Sim,Nao,DSL,Nao,Sim,Sim,Nao,Nao,Sim,Um_ano,Sim,Cheque_enviado,65.9,660.05,2.1966666666666668
7921-BEPCI,Nao,Feminino,0,Nao,Nao,72,Sim,Sim,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Dois_anos,Nao,Transferencia_automatica,59.75,4265.0,1.9916666666666667
7921-LMDFQ,Nao,Masculino,1,Nao,Nao,51,Sim,Nao,Fibra_optica,Nao,Nao,Sim,Nao,Sim,Sim,Um_ano,Sim,Transferencia_automatica,94.0,4905.75,3.1333333333333333
7923-IYJWY,Nao,Masculino,1,Nao,Nao,67,Sim,Sim,Fibra_optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois_anos,Sim,Cartao_credito_automatico,116.1,7839.85,3.8699999999999997
7924-GJZFI,Nao,Feminino,1,Sim,Nao,25,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_eletronico,69.3,1813.1,2.31
7925-PNRGI,Nao,Feminino,0,Sim,Sim,45,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Mensal,Nao,Cheque_enviado,81.3,3541.1,2.71
7926-IJOOU,Nao,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Nao,Cartao_credito_automatico,19.3,19.3,0.6433333333333333
7927-AUXBZ,Sim,Feminino,0,Nao,Nao,30,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Sim,Sim,Nao,Mensal,Nao,Cheque_eletronico,85.15,2555.9,2.8383333333333334
7928-VJYAB,Nao,Masculino,0,Sim,Sim,11,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Nao,Cheque_eletronico,90.6,1020.2,3.02
7929-DMBCV,Nao,Feminino,0,Sim,Nao,20,Sim,Nao,Fibra_optica,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Sim,Cheque_enviado,81.0,1683.7,2.7
7929-SKFGK,Nao,Masculino,0,Sim,Nao,70,Sim,Sim,Fibra_optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois_anos,Nao,Cartao_credito_automatico,114.3,8244.3,3.81
7931-PXHFC,Sim,Masculino,0,Nao,Nao,38,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Sim,Um_ano,Sim,Cheque_enviado,62.3,2354.8,2.0766666666666667
7932-WPTDS,Sim,Feminino,1,Sim,Nao,1,Nao,Sem_telefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_eletronico,24.8,24.8,0.8266666666666667
7938-OUHIO,Sim,Masculino,0,Nao,Nao,3,Sim,Nao,Fibra_optica,Nao,Nao,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque_eletronico,98.7,293.65,3.29
7940-UQQUG,Nao,Feminino,0,Sim,Sim,64,Sim,Sim,Fibra_optica,Sim,Nao,Nao,Sim,Sim,Sim,Um_ano,Sim,Transferencia_automatica,104.4,6721.6,3.48
7941-RCJOW,Nao,Masculino,0,Nao,Nao,65,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Sim,Cartao_credito_automatico,19.55,1218.65,0.6516666666666667
7943-RQCHR,Sim,Feminino,0,Nao,Nao,9,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque_eletronico,94.75,889.9,3.158333333333333
7945-HLKEA,Nao,Feminino,0,Nao,Nao,60,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Nao,Nao,Um_ano,Nao,Cheque_eletronico,64.75,4039.5,2.158333333333333
7945-PRBVF,Nao,Masculino,0,Nao,Nao,35,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Transferencia_automatica,21.45,705.45,0.715
7950-XWOVN,Nao,Masculino,0,Nao,Nao,11,Nao,Sem_telefone,DSL,Nao,Sim,Sim,Nao,Nao,Nao,Mensal,Nao,Cheque_enviado,34.7,383.55,1.1566666666666667
7951-QKZPL,Sim,Feminino,0,Sim,Sim,33,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Sim,Cheque_enviado,24.5,740.3,0.8166666666666667
7951-VRDVK,Nao,Feminino,0,Nao,Nao,36,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Um_ano,Nao,Transferencia_automatica,85.85,3003.55,2.8616666666666664
7952-OBOYL,Nao,Masculino,0,Nao,Nao,3,Sim,Nao,Fibra_optica,Nao,Nao,Sim,Sim,Sim,Nao,Mensal,Sim,Cheque_enviado,89.85,244.45,2.9949999999999997
7954-MLBUN,Nao,Masculino,0,Nao,Nao,31,Sim,Nao,Fibra_optica,Nao,Nao,Sim,Sim,Sim,Sim,Dois_anos,Nao,Transferencia_automatica,99.45,3109.9,3.315
7956-XQWGU,Nao,Masculino,0,Nao,Nao,27,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Sim,Cartao_credito_automatico,19.4,460.25,0.6466666666666666
7957-RYHQD,Sim,Feminino,1,Nao,Nao,40,Sim,Nao,Fibra_optica,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,Cartao_credito_automatico,79.2,3233.85,2.64
7963-GQRMY,Sim,Feminino,0,Sim,Sim,3,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque_enviado,44.3,134.5,1.4766666666666666
7963-SHNDT,Nao,Feminino,0,Nao,Nao,52,Nao,Sem_telefone,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Dois_anos,Nao,Cheque_enviado,39.1,1982.1,1.3033333333333335
7964-VEXDG,Nao,Masculino,0,Nao,Sim,21,Sim,Sim,Fibra_optica,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque_eletronico,80.35,1747.2,2.6783333333333332
7964-YESJC,Nao,Feminino,0,Sim,Nao,24,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Nao,Nao,Mensal,Nao,Cheque_enviado,66.3,1559.45,2.21
7964-ZRKKG,Nao,Masculino,0,Sim,Nao,67,Sim,Sim,Fibra_optica,Nao,Sim,Nao,Nao,Sim,Nao,Um_ano,Sim,Transferencia_automatica,88.4,5798.3,2.9466666666666668
7966-YOTQW,Nao,Masculino,0,Nao,Nao,10,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cartao_credito_automatico,54.5,568.2,1.8166666666666667
7967-HYCDE,Nao,Masculino,0,Nao,Nao,8,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Transferencia_automatica,70.7,553.4,2.356666666666667
7968-QUXNS,Nao,Masculino,0,Nao,Nao,6,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Nao,Cheque_enviado,18.95,110.15,0.6316666666666666
7969-AULMZ,Sim,Feminino,0,Nao,Nao,21,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque_eletronico,97.35,2119.5,3.2449999999999997
7969-FFOWG,Nao,Masculino,0,Sim,Sim,65,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Cheque_enviado,19.9,1292.6,0.6633333333333333
7971-HLVXI,Nao,Masculino,0,Sim,Sim,72,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Sim,Dois_anos,Sim,Cartao_credito_automatico,84.5,6130.85,2.816666666666667
7973-DZRKH,Nao,Feminino,0,Nao,Sim,66,Sim,Sim,Fibra_optica,Sim,Nao,Sim,Sim,Nao,Nao,Dois_anos,Sim,Cartao_credito_automatico,90.95,5930.05,3.0316666666666667
7975-JMZNT,Nao,Masculino,0,Sim,Nao,66,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois_anos,Nao,Transferencia_automatica,91.7,6075.9,3.0566666666666666
7975-TZMLR,Nao,Masculino,0,Nao,Nao,47,Sim,Sim,Fibra_optica,Nao,Sim,Sim,Nao,Sim,Sim,Um_ano,Sim,Cheque_eletronico,103.1,4889.3,3.4366666666666665
7976-CICYS,Nao,Masculino,0,Nao,Nao,4,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Sim,Cartao_credito_automatico,20.7,83.75,0.69
7977-HXJKU,Nao,Masculino,0,Nao,Sim,21,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Cheque_enviado,19.6,397.0,0.6533333333333334
7978-DKUQH,Nao,Feminino,0,Sim,Nao,25,Sim,Nao,Fibra_optica,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,Cheque_eletronico,74.6,1797.75,2.4866666666666664
7979-CORPM,Sim,Masculino,0,Nao,Nao,24,Sim,Sim,Fibra_optica,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,Cartao_credito_automatico,90.55,2282.55,3.018333333333333
7980-MHFLQ,Nao,Feminino,0,Sim,Sim,72,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Cheque_enviado,24.9,1859.2,0.83
7982-VCELR,Nao,Feminino,0,Nao,Nao,36,Sim,Nao,Fibra_optica,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,Cartao_credito_automatico,94.8,3565.65,3.1599999999999997
7989-AWGEH,Nao,Masculino,0,Sim,Sim,49,Nao,Sem_telefone,DSL,Sim,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque_eletronico,39.2,1838.15,1.3066666666666669
7989-CHGTL,Sim,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Sim,Cheque_enviado,19.6,19.6,0.6533333333333334
7989-VCQOH,Nao,Masculino,0,Sim,Sim,18,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Mensal,Nao,Cheque_eletronico,83.25,1611.15,2.775
7993-NQLJE,Nao,Masculino,0,Sim,Sim,15,Sim,Nao,Fibra_optica,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque_enviado,75.1,1151.55,2.503333333333333
7993-PYKOF,Sim,Masculino,0,Sim,Nao,8,Sim,Nao,Fibra_optica,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque_eletronico,75.0,632.95,2.5
7994-UYIVZ,Nao,Masculino,0,Sim,Nao,8,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,Transferencia_automatica,85.65,659.45,2.855
7994-XIRTR,Nao,Masculino,1,Nao,Nao,54,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Sim,Um_ano,Nao,Transferencia_automatica,65.25,3529.95,2.175
7995-ZHHNZ,Nao,Masculino,0,Sim,Nao,42,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Um_ano,Nao,Cartao_credito_automatico,56.1,2386.85,1.87
7996-BPXHY,Nao,Feminino,0,Sim,Sim,13,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Sim,Transferencia_automatica,25.0,332.5,0.8333333333333334
7996-MHXLW,Nao,Feminino,0,Nao,Nao,66,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Sim,Cartao_credito_automatico,25.15,1683.6,0.8383333333333333
7997-EASSD,Nao,Feminino,0,Sim,Nao,63,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Sim,Nao,Nao,Um_ano,Sim,Cartao_credito_automatico,81.2,4965.1,2.7066666666666666
7998-WNZEM,Nao,Masculino,0,Nao,Nao,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Dois_anos,Nao,Transferencia_automatica,80.6,5708.2,2.6866666666666665
7998-ZLXWN,Nao,Feminino,0,Sim,Nao,15,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Nao,Cartao_credito_automatico,20.45,330.8,0.6816666666666666
8000-REIQB,Sim,Feminino,1,Nao,Nao,1,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_eletronico,69.95,69.95,2.3316666666666666
8003-EWNDZ,Nao,Feminino,0,Nao,Nao,10,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Sim,Cheque_eletronico,21.2,222.65,0.7066666666666667
8006-PYCSW,Nao,Feminino,0,Nao,Nao,2,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Nao,Cheque_enviado,20.1,39.8,0.67
8007-YYPWD,Nao,Feminino,0,Nao,Nao,15,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Transferencia_automatica,25.05,369.1,0.8350000000000001
8008-ESFLK,Nao,Feminino,0,Sim,Nao,53,Sim,Nao,Fibra_optica,Sim,Sim,Sim,Sim,Sim,Sim,Um_ano,Nao,Cheque_eletronico,110.5,5835.5,3.683333333333333
8008-HAWED,Sim,Masculino,0,Nao,Nao,14,Nao,Sem_telefone,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,Cheque_eletronico,50.75,712.75,1.6916666666666667
8008-OTEZX,Nao,Feminino,0,Sim,Sim,35,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Um_ano,Nao,Cheque_enviado,19.65,708.8,0.6549999999999999
8010-EZLOU,Sim,Masculino,1,Nao,Nao,15,Sim,Sim,Fibra_optica,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_eletronico,80.2,1217.25,2.6733333333333333
8012-SOUDQ,Nao,Feminino,1,Nao,Nao,43,Sim,Sim,Fibra_optica,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,Cheque_eletronico,90.25,3838.75,3.0083333333333333
8015-IHCGW,Nao,Feminino,0,Sim,Sim,72,Sim,Sim,Fibra_optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois_anos,Sim,Cheque_eletronico,115.5,8425.15,3.85
8016-NCFVO,Nao,Masculino,1,Nao,Nao,55,Sim,Sim,Fibra_optica,Sim,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque_eletronico,116.5,6382.55,3.8833333333333333
8016-ZMGMO,Nao,Feminino,1,Sim,Nao,66,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Sim,Nao,Um_ano,Sim,Transferencia_automatica,70.85,4738.85,2.3616666666666664
8017-LXHFA,Sim,Feminino,1,Nao,Nao,23,Sim,Nao,Fibra_optica,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque_eletronico,94.75,2293.6,3.158333333333333
8017-UVSZU,Nao,Feminino,0,Sim,Nao,40,Sim,Sim,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,Cartao_credito_automatico,56.6,2379.1,1.8866666666666667
8019-ENHXU,Sim,Masculino,0,Sim,Nao,42,Sim,Sim,Fibra_optica,Nao,Sim,Sim,Sim,Nao,Sim,Mensal,Sim,Cheque_eletronico,99.45,4138.05,3.315
8020-BWHYL,Sim,Feminino,1,Nao,Nao,15,Sim,Nao,Fibra_optica,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,Cartao_credito_automatico,75.3,1147.45,2.51
8022-BECSI,Nao,Masculino,0,Nao,Nao,22,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Um_ano,Nao,Cheque_enviado,19.6,422.5,0.6533333333333334
8023-QHAIO,Nao,Feminino,1,Sim,Nao,56,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,Transferencia_automatica,76.85,4275.75,2.5616666666666665
8024-XNAFQ,Nao,Feminino,1,Nao,Nao,72,Sim,Sim,Fibra_optica,Sim,Sim,Sim,Sim,Nao,Sim,Dois_anos,Sim,Transferencia_automatica,107.4,7748.75,3.58
8028-PNXHQ,Nao,Masculino,0,Sim,Sim,62,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Sim,Transferencia_automatica,24.25,1424.6,0.8083333333333333
8029-XYPWT,Nao,Masculino,1,Sim,Nao,71,Sim,Sim,Fibra_optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois_anos,Sim,Transferencia_automatica,115.05,8016.6,3.835
8033-ATFAS,Nao,Feminino,0,Sim,Sim,39,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,Cheque_enviado,59.85,2341.5,1.995
8033-VCZGH,Nao,Masculino,0,Sim,Nao,50,Sim,Sim,Fibra_optica,Sim,Nao,Sim,Nao,Sim,Sim,Um_ano,Sim,Cheque_eletronico,103.95,5231.3,3.4650000000000003
8034-RYTVV,Nao,Feminino,0,Nao,Nao,55,Sim,Sim,Fibra_optica,Sim,Nao,Sim,Nao,Nao,Nao,Um_ano,Sim,Cartao_credito_automatico,84.25,4589.85,2.808333333333333
8035-BUYVG,Sim,Masculino,0,Sim,Nao,40,Nao,Sem_telefone,DSL,Sim,Sim,Sim,Nao,Nao,Nao,Um_ano,Sim,Cheque_eletronico,42.35,1716.45,1.4116666666666666
8035-PWSEV,Nao,Feminino,0,Nao,Nao,6,Sim,Nao,Fibra_optica,Nao,Nao,Sim,Sim,Nao,Sim,Mensal,Sim,Cheque_eletronico,89.25,487.05,2.975
8039-ACLPL,Nao,Feminino,0,Sim,Sim,72,Sim,Nao,DSL,Sim,Sim,Sim,Nao,Nao,Sim,Dois_anos,Nao,Cartao_credito_automatico,68.75,4888.2,2.2916666666666665
8039-EQPIM,Nao,Masculino,0,Sim,Nao,69,Nao,Sem_telefone,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Dois_anos,Nao,Transferencia_automatica,60.25,4055.5,2.0083333333333333
8040-MNRTF,Nao,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque_enviado,71.1,71.1,2.3699999999999997
8041-TMEID,Nao,Masculino,1,Sim,Nao,63,Sim,Sim,Fibra_optica,Sim,Sim,Sim,Nao,Sim,Sim,Dois_anos,Nao,Cartao_credito_automatico,108.5,6991.9,3.6166666666666667
